Transaction_ID,Date,SKU,Category,Sub_category,Product_Name,unit_price,total_items,is_special,total_cost,Customer_Name,Gender,Age,City,payment_method,access_url
4800479070,2019-01-18,3305092P,Meat & seafood,Lamb,Lamb cutlets,33.0,4,False,132.0,Melissa Wilson,female,37,Melbourne,Credit Card,Mobile App
5168727487,2021-08-29,2784262P,Drinks,Sports drinks,Sports drink,2.49,1,False,2.49,Heather Garcia,female,59,Perth,Credit Card,Website
5543923663,2018-04-15,3646286P,Pantry,Confectionery,Seasonal Chocolates & Lollies,7.81,4,False,31.24,Carrie Smith,female,22,Brisbane,Credit Card,Website
9413335497,2020-10-21,8225864P,"Dairy, eggs & fridge",Cheese,Block cheese,45.6,3,False,136.8,Pamela Russell,female,45,Sydney,Coupons,Mobile App
8327715714,2023-01-13,5443698P,"Dairy, eggs & fridge",Milk,Milk flavoured,10.61,6,False,63.66,Kimberly Ortiz,female,85,Gold Coast,Coupons,Mobile App
3742530721,2018-04-16,2622001P,Pantry,"Jams, honey & spreads",Nut spreads,1.23,8,False,9.84,Julia Hoffman,female,87,Sydney,Debit Card,Mobile App
8464948506,2020-11-23,1843435P,"Dairy, eggs & fridge",Cheese,Haloumi & bocconcini,31.11,3,False,93.33,Megan Howard,female,13,Melbourne,Credit Card,Mobile App
6367467059,2021-04-05,4380560P,"Dairy, eggs & fridge",Cheese,Cheese snacks,8.96,8,False,71.68,Brad Campbell,male,50,Melbourne,Coupons,Mobile App
1119551562,2018-08-06,3554100P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,4.5,8,False,36.0,Samantha Mccullough,female,38,Sydney,Debit Card,Mobile App
7283592806,2019-08-25,3763268P,Pantry,"Chips, crackers & snacks",Crackers & crispbreads,3.39,9,False,30.51,Teresa Nielsen,female,45,Melbourne,Credit Card,Mobile App
1237665228,2018-08-16,3756513P,Drinks,Coffee Drinks,Beans Coffee,4.14,1,True,3.312,Donna Blankenship,female,59,Melbourne,Credit Card,Website
8977783298,2021-06-29,3756513P,Pantry,Coffee,Coffee beans,3.99,10,False,39.900000000000006,Ashley Sanchez,female,50,Brisbane,Debit Card,Mobile App
9041479522,2021-10-04,3354881P,Drinks,Coffee Drinks,Beans Coffee,4.6,6,False,27.599999999999998,Matthew Sanchez,male,58,Adelaide,Credit Card,Mobile App
3048940125,2018-01-27,128445P,Pantry,Sauces,Tomato & BBQ,1.28,1,True,1.024,Devin James,male,36,Brisbane,Debit Card,Website
5860680072,2022-12-11,3212399P,Pantry,"Jams, honey & spreads",Nut spreads,1.39,5,False,6.949999999999999,Cheryl Jones,female,100,Sydney,Coupons,Mobile App
9148232060,2018-03-30,51034P,Pantry,Sauces,Stir-fry and curries,2.18,2,False,4.36,Kristin Gilbert,female,68,Sydney,Credit Card,Mobile App
2097682202,2022-11-24,3577220P,Pantry,"Jams, honey & spreads",Chocolate spreads,1.87,8,False,14.96,Donna Lambert,female,44,Melbourne,Coupons,Mobile App
3449061898,2018-08-08,5283693P,Pantry,Breakfast,Breakfast muesli,0.95,6,False,5.699999999999999,Joseph Woods,male,83,Adelaide,Debit Card,Mobile App
6913148366,2019-11-24,5288380P,Pantry,Breakfast,Breakfast muesli,1.22,4,False,4.88,Erika Henderson,female,49,Melbourne,Coupons,Website
6053763627,2020-05-15,133015P,Pantry,Breakfast,Family favourites,0.55,1,False,0.55,Dawn Holmes,female,64,Perth,Debit Card,Mobile App
9398062276,2021-10-14,5466332P,Pantry,Confectionery,Lollies,2.26,6,False,13.559999999999999,Julie Ramos,female,63,Brisbane,Coupons,Mobile App
8243001905,2020-01-20,4201172P,"Dairy, eggs & fridge",Milk,Full cream milk,2.18,7,False,15.260000000000002,Karen Phillips,female,47,Perth,Coupons,Mobile App
3913909524,2024-07-29,5486373P,Drinks,Energy drinks,Multipack cans,10.9,4,False,43.6,Sandy Sawyer,female,52,Brisbane,Coupons,Mobile App
6112748845,2021-06-02,3189504P,Pantry,Sauces,Stir-fry and curries,2.14,8,False,17.12,Sabrina Knox,female,55,Gold Coast,Debit Card,Website
7399569174,2022-02-27,2978961P,Pantry,Sauces,Recipe & meal bases,6.7,10,False,67.0,Joshua Fernandez,male,59,Perth,Credit Card,Mobile App
3221575968,2019-01-01,4945216P,Pantry,Confectionery,Lollies,1.98,3,False,5.9399999999999995,Anne Goodwin,female,53,Adelaide,Credit Card,Website
9780578378,2021-10-29,1196270P,Pantry,Breakfast,On the go,4.92,4,False,19.68,Jason Hill,male,71,Melbourne,Coupons,Mobile App
7479687544,2019-11-30,8492033P,Drinks,Soft drinks,Kombucha & other drinks,2.53,8,False,20.24,Abigail Gamble,female,52,Sydney,Debit Card,Mobile App
5304087063,2018-04-04,3511640P,Pantry,Coffee,Instant Coffee,0.83,1,True,0.664,James Edwards,male,52,Melbourne,Credit Card,Website
7499573812,2021-01-19,3993177P,Pantry,Breakfast,Breakfast oats,1.25,9,False,11.25,Logan Banks,male,81,Darwin,Coupons,Website
1570857180,2018-05-24,4463973P,Pantry,"Jams, honey & spreads",Chocolate spreads,1.59,3,False,4.7700000000000005,Sarah Blanchard,female,56,Melbourne,Debit Card,Mobile App
8663489302,2024-02-07,9526425P,Pantry,Breakfast,On the go,6.93,2,False,13.86,Adam Rodriguez,male,85,Sydney,Coupons,Mobile App
2393494485,2018-04-27,4971840P,Drinks,Tea Drinks,Tea Chai,0.34,7,False,2.3800000000000003,Phillip Davis,male,47,Sydney,Credit Card,Website
5269543005,2023-07-15,197594P,Fruit & vegetables,Fruit,Lemons & limes,1.8,6,False,10.8,Kimberly Smith,female,73,Sydney,Credit Card,Website
3619038543,2022-04-08,3946676P,Pantry,Sauces,Pizza & pasta,0.62,7,True,3.472,Judith Acevedo,female,39,Melbourne,Coupons,Mobile App
4819796737,2020-06-14,3815394P,Pantry,"Chips, crackers & snacks",Crackers & crispbreads,6.03,8,False,48.24,Marvin Nelson,male,73,Melbourne,Credit Card,Mobile App
7980740432,2023-01-14,5459519P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,2.32,8,False,18.56,Michelle Griffith,female,46,Melbourne,Coupons,Mobile App
1024455001,2019-10-07,3033946P,"Dairy, eggs & fridge",Milk,Milk flavoured,7.4,8,False,59.2,Thomas Cruz,male,66,Sydney,Coupons,Mobile App
5521705323,2022-08-09,3310140P,"Dairy, eggs & fridge",Dairy,Yoghurt,1.22,7,False,8.54,Krista Collins,female,85,Canberra,Coupons,Mobile App
6307717731,2018-11-13,3993199P,Pantry,Breakfast,Breakfast oats,1.58,3,False,4.74,April Castro,female,59,Melbourne,Coupons,Mobile App
3049607145,2019-04-01,4929515P,Drinks,Coffee Drinks,Mixes Coffee,0.42,4,False,1.68,Victor Townsend,male,52,Perth,Debit Card,Mobile App
3379774249,2020-01-11,192411P,"Dairy, eggs & fridge",Cheese,Block cheese,17.75,2,True,28.400000000000002,Virginia Floyd,female,42,Melbourne,Credit Card,Mobile App
4622427665,2021-10-14,3763610P,Meat & seafood,Poultry,Whole chicken,7.0,7,False,49.0,Christopher Erickson,male,62,Sydney,Debit Card,Mobile App
1485047391,2021-01-15,3735455P,"Dairy, eggs & fridge",Cheese,Cheddar & tasty cheese,40.0,9,False,360.0,Brittany Patterson,female,81,Sydney,Credit Card,Mobile App
3091739326,2020-01-14,5441681P,"Dairy, eggs & fridge",Cheese,Brie & soft cheese,65.38,3,False,196.14,Kimberly Carpenter,female,54,Adelaide,Credit Card,Mobile App
1681177089,2022-06-04,5564728P,Pantry,Sauces,Recipe & meal bases,3.78,3,False,11.34,John Mitchell,male,74,Sydney,Debit Card,Mobile App
9833061465,2021-06-30,5484491P,Pantry,"Chips, crackers & snacks",Crackers & crispbreads,1.47,6,False,8.82,Cynthia Smith,female,56,Melbourne,Credit Card,Website
5277739398,2020-05-21,5467867P,"Dairy, eggs & fridge",Milk,Full cream milk,2.18,5,False,10.9,Jennifer Lewis,female,39,Melbourne,Credit Card,Mobile App
1331392870,2018-10-31,9124079P,Pantry,Sauces,Tomato & BBQ,1.27,10,False,12.7,Zachary Wood,male,30,Sydney,Coupons,Mobile App
4052473065,2022-02-15,6428419P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,4.69,5,False,23.450000000000003,Amy Burke,female,68,Sydney,Credit Card,Mobile App
8258047482,2018-03-20,3537316P,"Dairy, eggs & fridge",Dairy,Yoghurt,1.45,9,False,13.049999999999999,Frank Russo,male,30,Melbourne,Debit Card,Mobile App
6147924917,2023-10-02,3899099P,Meat & seafood,Seafood,Prepacked seafood,58.0,5,False,290.0,Melissa Hill,female,57,Sydney,Credit Card,Website
8033624877,2023-11-01,7154068P,"Dairy, eggs & fridge",Milk,Skim & low fat milk,2.8,9,False,25.2,George Ellis,male,57,Adelaide,Debit Card,Mobile App
9545407513,2023-08-26,5225201P,Pantry,Sauces,Recipe & meal bases,1.84,7,False,12.88,Michelle Gross,female,31,Melbourne,Debit Card,Mobile App
5471944607,2024-06-05,3757006P,"Dairy, eggs & fridge",Cheese,Cheese snacks,10.31,9,True,74.23200000000001,Judy Fry,female,66,Melbourne,Debit Card,Mobile App
8855594650,2021-03-15,4824426P,Pantry,Coffee,Capsules,0.56,6,False,3.3600000000000003,Karen Fernandez,female,51,Melbourne,Coupons,Mobile App
2658135677,2020-01-08,9781580P,Pantry,Sauces,Recipe & meal bases,1.52,8,False,12.16,Courtney Galloway,female,50,Melbourne,Coupons,Website
9662658744,2018-03-23,4211110P,Fruit & vegetables,Vegetables,Potatoes,3.0,5,False,15.0,Matthew Moore,male,54,Sydney,Debit Card,Mobile App
2851558186,2022-08-09,7878294P,Drinks,Sports drinks,Sport drink powders,2.01,10,False,20.099999999999998,Melinda Marquez,female,66,Melbourne,Debit Card,Website
8444491477,2022-08-26,3011444P,"Dairy, eggs & fridge",Dairy,Yoghurt,0.73,6,False,4.38,Melissa Riddle,female,71,Brisbane,Debit Card,Website
4225878967,2021-07-05,4964378P,Pantry,"Chips, crackers & snacks",Biscuits & cookies,3.12,1,False,3.12,Angel Mclean,female,70,Melbourne,Coupons,Website
2808791763,2023-07-20,3035293P,Meat & seafood,Pork,Pork ribs,21.0,6,False,126.0,Rachel Mayer,female,49,Melbourne,Debit Card,Mobile App
7026803713,2023-02-01,8930367P,Pantry,Breakfast,Healthier start,1.15,2,False,2.3,Zachary Mckee,male,69,Sydney,Debit Card,Mobile App
9286041279,2018-05-27,3756502P,Pantry,Coffee,Coffee beans,4.37,7,False,30.59,Brandi Weaver,female,65,Melbourne,Coupons,Mobile App
4183228659,2024-02-08,5249684P,Bakery,Packaged Breads,Rye Bread,0.79,10,False,7.9,Stacey Pitts,female,65,Melbourne,Debit Card,Mobile App
8850655731,2021-02-28,9759944P,"Dairy, eggs & fridge",Milk,Specialty milk,3.6,5,False,18.0,Mark Thomas,male,60,Canberra,Credit Card,Website
1473996275,2020-06-09,5420590P,"Dairy, eggs & fridge",Cheese,Sliced cheese,23.4,4,False,93.6,Keith Edwards,male,26,Melbourne,Credit Card,Mobile App
7683645985,2024-03-02,3613061P,Pantry,Coffee,Capsules,0.86,5,False,4.3,Terri Rich,female,56,Sydney,Coupons,Mobile App
9246764319,2019-07-16,5577719P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,3.83,10,False,38.3,Alexis Garner,female,52,Melbourne,Credit Card,Mobile App
3830957679,2021-06-06,4513641P,Pantry,Confectionery,Chocolate bars,4.6,5,False,23.0,Isabel Smith,female,68,Sydney,Debit Card,Mobile App
7130524843,2023-11-19,9730410P,Pantry,Breakfast,Breakfast cereal,1.28,7,False,8.96,Megan Robbins,female,70,Darwin,Credit Card,Mobile App
5459390424,2024-05-18,3531546P,Pantry,"Chips, crackers & snacks",Popcorn,2.11,3,False,6.33,Alicia Anderson,female,65,Melbourne,Coupons,Mobile App
3667397560,2023-06-29,5235442P,Pantry,Breakfast,Gluten free cereal,1.13,4,True,3.6159999999999997,Monique Davis,female,33,Melbourne,Coupons,Mobile App
3236588430,2019-03-12,1758020P,Drinks,Tea Drinks,Tea Herbal,21.2,2,False,42.4,Kimberly Woods,female,57,Brisbane,Coupons,Mobile App
8786377654,2021-08-31,4982857P,Fruit & vegetables,Vegetables,Cucumber,20.0,5,False,100.0,Christina Trevino,female,69,Darwin,Debit Card,Mobile App
9085376382,2019-11-25,1199223P,"Dairy, eggs & fridge",Dairy,Yoghurt,2.57,10,False,25.7,Veronica Walker,female,50,Sydney,Debit Card,Mobile App
9574004169,2023-02-14,173144P,Pantry,Coffee,Instant Coffee,14.98,8,True,95.87200000000001,Margaret Ruiz,female,47,Melbourne,Debit Card,Website
9159110402,2023-02-09,3762458P,Drinks,Coffee Drinks,Coffee Ground,4.4,6,False,26.400000000000002,Christopher Miller,male,58,Melbourne,Credit Card,Mobile App
5255208734,2022-08-28,3434084P,Pantry,"Chips, crackers & snacks",Potato chips,2.0,7,False,14.0,Beverly Steele,female,28,Melbourne,Debit Card,Mobile App
1852618112,2024-06-26,2294208P,Meat & seafood,Beef & veal,Beef steaks,22.0,5,False,110.0,Michael Jones,male,60,Adelaide,Coupons,Mobile App
3210843954,2023-09-18,4819368P,Drinks,Soft drinks,Mixers,8.8,3,False,26.400000000000002,Karen Harris,female,72,Perth,Debit Card,Mobile App
7772996650,2018-04-27,5114390P,Drinks,Soft drinks,Soft drink bottles,1.28,3,False,3.84,Michelle Rose,female,74,Sydney,Coupons,Website
4377710385,2018-06-01,161644P,Pantry,"Jams, honey & spreads",Honey,1.5,1,False,1.5,Kari Delgado,female,62,Brisbane,Coupons,Mobile App
2801256712,2023-05-26,2649835P,Pantry,Breakfast,Breakfast muesli,0.29,1,False,0.29,Sierra Carney,female,41,Melbourne,Debit Card,Mobile App
4971346418,2020-09-14,2508017P,Drinks,Soft drinks,Soft drink cans,6.57,7,False,45.99,Julia Ochoa,female,64,Brisbane,Credit Card,Mobile App
4649218797,2023-04-16,4308449P,Pantry,Breakfast,Breakfast muesli,1.07,1,False,1.07,Kelly Alexander,female,22,Melbourne,Coupons,Mobile App
4309094804,2022-06-11,3274603P,"Dairy, eggs & fridge",Cheese,Block cheese,46.8,7,False,327.59999999999997,Vanessa Todd,female,60,Brisbane,Debit Card,Mobile App
5672338198,2020-01-03,5297610P,"Dairy, eggs & fridge",Dairy,Yoghurt,1.84,4,False,7.36,Sandra Young,female,43,Sydney,Debit Card,Mobile App
1753954651,2024-03-28,5369879P,Pantry,Confectionery,Chocolate multipacks,3.03,9,False,27.27,Mark Dixon,male,64,Sydney,Coupons,Mobile App
8026168559,2024-04-10,3274750P,"Dairy, eggs & fridge",Cheese,Sliced cheese,25.51,4,True,81.632,Cheyenne Hines,female,43,Melbourne,Debit Card,Mobile App
2660355102,2018-06-08,1171869P,Pantry,Breakfast,On the go,7.63,1,False,7.63,Kent Moore,male,79,Adelaide,Coupons,Mobile App
8046219194,2022-02-19,2358264P,Pantry,"Chips, crackers & snacks",Potato chips,2.76,3,False,8.28,Brian Moreno,male,54,Hobart,Credit Card,Mobile App
5247143296,2022-12-30,3788338P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,2.86,9,False,25.74,Tabitha Brown,female,50,Brisbane,Credit Card,Website
5173633026,2023-10-11,8489436P,Pantry,Breakfast,Healthier start,1.08,6,False,6.48,Christina Everett,female,42,Brisbane,Coupons,Mobile App
3879217880,2018-07-30,4233474P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,2.5,6,False,15.0,Kelsey Tucker,female,47,Sydney,Debit Card,Mobile App
9863421850,2021-11-28,3582300P,Pantry,"Chips, crackers & snacks",Nuts & trail mix,0.86,6,False,5.16,Jessica Cook,female,53,Brisbane,Credit Card,Mobile App
8298457286,2020-08-31,6369014P,Pantry,"Chips, crackers & snacks",Snack crackers,1.5,7,True,8.4,Samantha Wells,female,51,Adelaide,Credit Card,Mobile App
7735264321,2024-07-23,9440261P,Bakery,Packaged Breads,Digestive Health & Speciality Bread,0.45,3,False,1.35,Jennifer Collins,female,42,Canberra,Credit Card,Website
4951981056,2020-12-24,3134637P,Pantry,"Chips, crackers & snacks",Crackers & crispbreads,4.0,10,False,40.0,Donald Larsen,male,53,Sydney,Coupons,Mobile App
9497944014,2024-04-11,5632635P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,1.49,2,True,2.384,Emily Holder,female,56,Adelaide,Debit Card,Website
5957566244,2019-08-14,5484549P,Pantry,"Chips, crackers & snacks",Snack crackers,3.0,7,False,21.0,Marvin Mercer,male,52,Sydney,Coupons,Mobile App
6298447873,2020-08-28,9999336P,Pantry,"Chips, crackers & snacks",Crackers & crispbreads,2.88,4,False,11.52,William Herring,male,38,Melbourne,Coupons,Mobile App
1779115366,2023-11-10,6999894P,Pantry,"Jams, honey & spreads",Honey,2.88,2,False,5.76,Susan Nguyen,female,53,Brisbane,Debit Card,Mobile App
1252062381,2023-01-12,4970982P,Drinks,Tea Drinks,Tea Chai,1.38,3,False,4.14,Regina Sellers,female,55,Melbourne,Coupons,Mobile App
5638002135,2023-07-26,4584071P,Fruit & vegetables,Vegetables,Lettuce,1.9,9,False,17.099999999999998,Adrian Hamilton,male,40,Melbourne,Debit Card,Mobile App
5002275873,2022-08-24,4382474P,Pantry,Confectionery,Chocolate multipacks,3.19,9,False,28.71,Patricia Jones,female,13,Melbourne,Coupons,Mobile App
9966570628,2023-02-17,3707020P,Drinks,Coffee Drinks,Coffee Capsules,0.8,1,True,0.6400000000000001,Amanda Herman,female,44,Melbourne,Credit Card,Mobile App
2204459598,2018-10-16,3739263P,Pantry,Coffee,Coffee mixes,1.17,10,False,11.7,Deborah Johnson,female,75,Melbourne,Debit Card,Website
8001883263,2023-09-17,4823671P,Drinks,Coffee Drinks,Coffee Capsules,0.81,1,True,0.6480000000000001,Jeffrey Wilkerson,male,82,Sydney,Debit Card,Website
3709447793,2024-02-02,4505971P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,5.35,7,True,29.959999999999997,Teresa Allen,female,43,Melbourne,Coupons,Mobile App
7147702238,2023-04-10,3276019P,"Dairy, eggs & fridge",Cheese,Cheddar & tasty cheese,36.67,5,False,183.35000000000002,Tara Dorsey,female,24,Melbourne,Coupons,Mobile App
5725407106,2021-02-18,4204035P,Pantry,Coffee,Capsules,0.45,5,False,2.25,Jessica Kennedy,female,41,Perth,Debit Card,Website
2755359554,2019-01-31,5105527P,Pantry,Confectionery,Chocolate blocks,2.94,4,False,11.76,Richard Wilkerson,male,95,Sydney,Debit Card,Website
5636502176,2021-07-24,7490189P,Drinks,Tea Drinks,Tea Chai,3.18,9,False,28.62,Lori Clark,female,34,Brisbane,Debit Card,Mobile App
3733636017,2022-07-20,6998870P,Pantry,Confectionery,Medicated lozenges,0.55,7,False,3.8500000000000005,Nicole Nguyen,female,46,Adelaide,Coupons,Mobile App
6575858042,2019-03-14,3081530P,Pantry,Sauces,Tomato & BBQ,0.51,5,False,2.55,Ashley Webb,female,62,Sydney,Credit Card,Website
3079311412,2023-08-04,8037809P,Pantry,Breakfast,On the go,7.99,6,False,47.94,Elizabeth Smith,female,30,Brisbane,Credit Card,Website
3413845509,2021-08-18,2847318P,Pantry,Sauces,Recipe & meal bases,0.7,4,False,2.8,Sean Haney,male,51,Brisbane,Coupons,Website
3638261465,2024-06-06,2137470P,Pantry,Confectionery,Chocolate bags,2.33,7,False,16.310000000000002,Paul Walter,male,59,Melbourne,Coupons,Mobile App
6018690871,2019-01-02,2714937P,Pantry,Sauces,Recipe & meal bases,6.35,8,True,40.64,Victoria Morrison,female,61,Sydney,Debit Card,Website
9529418969,2018-10-14,3499308P,Pantry,Sauces,Sweet chilli & hot,2.78,1,False,2.78,Edwin Duncan,male,31,Melbourne,Debit Card,Website
6763338970,2018-12-01,3582092P,Meat & seafood,Seafood,Prepacked seafood,61.87,10,True,494.96,Sarah Johnson,female,27,Sydney,Coupons,Website
2965645915,2018-02-13,3514490P,Drinks,Coffee Drinks,Coffee Capsules,0.9,3,False,2.7,Chelsey Schneider,female,71,Gold Coast,Credit Card,Mobile App
2427373127,2019-12-24,1260335P,Pantry,"Chips, crackers & snacks",Potato chips,2.58,7,False,18.060000000000002,Lisa Jackson,female,51,Brisbane,Coupons,Website
9428418150,2018-06-10,5007357P,Pantry,"Chips, crackers & snacks",Potato chips,2.17,9,False,19.53,Michael Joseph,male,74,Sydney,Credit Card,Mobile App
5458351704,2023-06-01,7365777P,Drinks,Soft drinks,Soft drink cans,4.05,9,False,36.449999999999996,Patricia Wallace,female,51,Canberra,Credit Card,Mobile App
7294234625,2019-09-09,3047780P,Drinks,Soft drinks,Soft drink bottles,1.55,10,False,15.5,James Lopez,male,48,Adelaide,Coupons,Mobile App
4271865401,2023-04-13,4705573P,Pantry,Tea,Loose leaf,3.15,6,False,18.9,Karen Smith,female,59,Brisbane,Coupons,Mobile App
6761607659,2018-12-24,8877195P,"Dairy, eggs & fridge",Dairy,Yoghurt,0.63,8,False,5.04,Lauren Barnes,female,70,Melbourne,Debit Card,Website
7686583671,2021-09-20,9114949P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,3.8,4,False,15.2,Elizabeth Newman,female,49,Adelaide,Coupons,Mobile App
4665051309,2020-08-26,9475980P,Pantry,Sauces,Recipe & meal bases,4.5,7,False,31.5,Ashley Martin,female,41,Melbourne,Debit Card,Mobile App
8435811617,2020-04-05,3826029P,Pantry,Confectionery,Chocolate bags,1.82,8,False,14.56,Betty Krueger,female,23,Melbourne,Coupons,Mobile App
8659474713,2020-01-22,3048794P,Drinks,Soft drinks,Mixers,9.38,10,False,93.80000000000001,Darlene Mclaughlin,female,30,Melbourne,Coupons,Mobile App
5179192324,2019-09-02,2917785P,Pantry,Sauces,Recipe & meal bases,1.21,8,False,9.68,Heather Harrell,female,40,Sydney,Credit Card,Mobile App
4250114821,2018-09-04,303556P,Drinks,Coffee Drinks,Coffee Instant,9.0,8,False,72.0,Erica Brown,female,48,Adelaide,Debit Card,Mobile App
2878077593,2024-04-21,5231690P,Pantry,Sauces,Pizza & pasta,1.44,7,False,10.08,Deborah Giles,female,42,Sydney,Debit Card,Mobile App
4178931858,2021-12-18,3455324P,Pantry,Confectionery,Gum & mints,7.19,5,False,35.95,Lori Dawson,female,50,Melbourne,Coupons,Mobile App
2560155096,2021-11-13,3762527P,Pantry,"Chips, crackers & snacks",Biscuits & cookies,3.15,2,False,6.3,Christine Mcmillan,female,78,Canberra,Credit Card,Mobile App
4044125662,2022-04-21,130629P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,1.66,2,False,3.32,Joseph Mckinney,male,66,Melbourne,Credit Card,Mobile App
5788856176,2023-08-22,4402265P,Pantry,Confectionery,Chocolate blocks,2.78,1,False,2.78,Amy Smith,female,64,Perth,Coupons,Website
8821663620,2018-10-24,9564195P,Pantry,Confectionery,Gum & mints,5.25,1,False,5.25,James Vance,male,54,Perth,Coupons,Website
4564506428,2018-03-08,6630125P,Fruit & vegetables,Vegetables,Bok choy & Asian greens,10.0,1,False,10.0,Ray Pruitt,male,30,Gold Coast,Coupons,Website
5659753033,2020-03-02,5323867P,"Dairy, eggs & fridge",Dairy,Yoghurt,0.92,2,False,1.84,Ronald Berry,male,36,Adelaide,Credit Card,Mobile App
1155631137,2018-02-21,3516054P,Drinks,Coffee Drinks,Beans Coffee,3.57,4,False,14.28,Anna Savage,female,43,Melbourne,Debit Card,Mobile App
7909299368,2022-07-21,5556286P,Drinks,Coffee Drinks,Beans Coffee,2.0,9,True,14.4,Jennifer Young,female,40,Melbourne,Coupons,Website
6545896465,2022-11-06,2686693P,Meat & seafood,Seafood,Deli Prawns,36.0,9,False,324.0,Leslie Ramirez,female,53,Melbourne,Credit Card,Mobile App
9469330031,2022-08-07,5199291P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,6.8,3,False,20.4,Katherine Roberts,female,62,Melbourne,Credit Card,Website
2181263257,2024-05-31,8451240P,Pantry,Sauces,Marinades,1.65,3,False,4.949999999999999,James Stevenson,male,55,Perth,Credit Card,Mobile App
7351177278,2019-05-13,5443519P,"Dairy, eggs & fridge",Cheese,Feta cheese,55.38,4,False,221.52,Danielle Lowery,female,33,Melbourne,Coupons,Mobile App
8422527132,2022-06-21,8937956P,Pantry,Breakfast,Healthier start,1.15,7,False,8.049999999999999,Courtney Hicks,female,65,Melbourne,Debit Card,Mobile App
8470296142,2023-02-03,25180P,Pantry,Sauces,Pizza & pasta,1.44,2,False,2.88,Kathy Marshall,female,44,Melbourne,Debit Card,Mobile App
3809011508,2019-04-03,202049P,Pantry,Sauces,Pizza & pasta,0.76,4,False,3.04,Dawn Johnson,female,44,Adelaide,Coupons,Mobile App
5249525904,2020-12-16,5225165P,Pantry,Sauces,Recipe & meal bases,1.71,3,False,5.13,Sydney Moore,female,40,Melbourne,Coupons,Mobile App
1771439390,2020-12-02,4380560P,"Dairy, eggs & fridge",Cheese,Cheese snacks,8.0,10,False,80.0,Sherry Stuart,female,37,Melbourne,Coupons,Mobile App
5385783525,2023-07-20,9045223P,"Dairy, eggs & fridge",Cheese,Brie & soft cheese,65.2,6,False,391.20000000000005,Joseph Sherman,male,26,Sydney,Coupons,Mobile App
6957205071,2019-04-28,2877090P,Pantry,Breakfast,Breakfast oats,2.13,7,False,14.91,Jacqueline Bailey,female,46,Adelaide,Debit Card,Mobile App
7219540039,2019-07-10,5218590P,Pantry,Sauces,Recipe & meal bases,6.25,3,False,18.75,Candice Carroll,female,55,Adelaide,Credit Card,Mobile App
5554962768,2018-06-29,1250466P,Pantry,Breakfast,Gluten free cereal,0.8,4,False,3.2,Tracey Williams,female,72,Sydney,Credit Card,Mobile App
7810757027,2019-06-09,8221477P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,3.31,8,False,26.48,Deanna Carter,female,84,Melbourne,Credit Card,Website
8567925030,2024-05-04,3273316P,"Dairy, eggs & fridge",Cheese,Cheddar & tasty cheese,25.0,9,False,225.0,Stephanie Nguyen,female,47,Sydney,Debit Card,Mobile App
7942823356,2018-03-25,4993456P,Pantry,Oils & vinegars,Oil,2.04,2,False,4.08,Stephanie Hines,female,45,Gold Coast,Debit Card,Mobile App
5161965909,2022-09-30,2481307P,Drinks,Soft drinks,Mixers,5.09,3,False,15.27,Rebecca Ward,female,61,Brisbane,Credit Card,Mobile App
5120822899,2019-07-07,8849054P,Pantry,Sauces,Tomato & BBQ,0.24,10,False,2.4,Margaret Murray,female,39,Sydney,Debit Card,Mobile App
3897122680,2022-08-18,4382474P,Pantry,Confectionery,Chocolate multipacks,2.97,8,False,23.76,Bethany Douglas,female,45,Brisbane,Credit Card,Mobile App
4608722703,2024-03-02,3844723P,"Dairy, eggs & fridge",Cheese,Cheese snacks,46.67,1,False,46.67,Melanie Curtis,female,36,Melbourne,Debit Card,Mobile App
8538717211,2021-01-22,3314468P,Pantry,Sauces,Recipe & meal bases,1.75,7,False,12.25,Jessica Mendoza,female,48,Sydney,Debit Card,Website
3593429910,2021-07-17,8646793P,Pantry,"Chips, crackers & snacks",Crackers & crispbreads,1.67,1,False,1.67,Andrea Myers,female,48,Brisbane,Credit Card,Mobile App
6089461602,2018-04-30,3708930P,Drinks,Tea Drinks,Tea Organic,0.15,2,False,0.3,Melanie Martin,female,62,Melbourne,Debit Card,Mobile App
5243539903,2020-10-30,156713P,Fruit & vegetables,Fruit,Peaches & nectarines,9.9,3,False,29.700000000000003,Elizabeth Deleon,female,46,Brisbane,Debit Card,Website
2801851845,2023-09-21,5192838P,Drinks,Soft drinks,Soft drink bottles,4.8,6,False,28.799999999999997,Sharon Harris,female,57,Adelaide,Debit Card,Website
